"","TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Log2fc_.leaf_FLT.v.leaf_GC.","Log2fc_.leaf_FLT.v.root_FLT.","Log2fc_.leaf_FLT.v.root_GC.","Log2fc_.leaf_GC.v.root_FLT.","Log2fc_.leaf_GC.v.root_GC.","Log2fc_.root_FLT.v.root_GC.","Log2fc_.leaf_GC.v.leaf_FLT.","Log2fc_.root_FLT.v.leaf_FLT.","Log2fc_.root_GC.v.leaf_FLT.","Log2fc_.root_FLT.v.leaf_GC.","Log2fc_.root_GC.v.leaf_GC.","Log2fc_.root_GC.v.root_FLT."
"3517","AT5G17440",NA,NA,"NM_001343498",831610,NA,"GO:0000375, GO:0000398, GO:0003676, GO:0003723, GO:0003729, GO:0005488, GO:0005622, GO:0005634, GO:0006139, GO:0006397, GO:0006807, GO:0008152, GO:0008380, GO:0009987, GO:0016043, GO:0016070, GO:0030529, GO:0032991, GO:0043226, GO:0044085, GO:0044238, GO:0044464, GO:0071840",-0.099324041,0.104144781,-0.172433851,0.203468822,-0.073109809,-0.276578632,0.099324041,-0.104144781,0.172433851,-0.203468822,0.073109809,0.276578632
"3518","AT5G17460",NA,NA,"NM_001343500",831612,NA,"",-1.755115857,0.481088553,-1.932762258,2.236204409,-0.177646402,-2.413850811,1.755115857,-0.481088553,1.932762258,-2.236204409,0.177646402,2.413850811
"3519","AT5G17520","MEX1","Encodes a maltose transporter that is expressed in leaves and roots. Mutations at the MEX1 locus cause accumulation of both starch and maltose in  leaves, with maltose levels at least 40 times higher than that of wild-type. This gene encodes a protein located in the chloroplast envelope.","NM_001343506",831618,"3702.AT5G17520.1",NA,1.461344145,-0.146440364,1.527088505,-1.607784509,0.06574436,1.673528869,-1.461344145,0.146440364,-1.527088505,1.607784509,-0.06574436,-1.673528869
"3520","AT5G17550","AtPEX19-2",NA,"NM_001343512",831621,NA,"GO:0005488, GO:0006629, GO:0008152, GO:0008289, GO:0044238",0.181470262,-0.265135089,0.331018118,-0.44660535,0.149547856,0.596153207,-0.181470262,0.265135089,-0.331018118,0.44660535,-0.149547856,-0.596153207
"3521","AT5G17610",NA,NA,"NM_121767",831627,NA,NA,-0.017446823,0.311092137,0.147083185,0.32853896,0.164530008,-0.164008952,0.017446823,-0.311092137,-0.147083185,-0.32853896,-0.164530008,0.164008952
"3522","AT5G17620","7-Aug",NA,"NM_121768",831628,"3702.AT5G17620.1",NA,-0.267760045,0.003361982,-0.232758757,0.271122027,0.035001288,-0.236120739,0.267760045,-0.003361982,0.232758757,-0.271122027,-0.035001288,0.236120739
"3523","AT5G17650",NA,NA,"NM_121771",831631,NA,NA,-0.763241919,-0.027483464,-0.567548694,0.735758455,0.195693225,-0.54006523,0.763241919,0.027483464,0.567548694,-0.735758455,-0.195693225,0.54006523
"3524","AT5G17690","AtLHP1","Regulates the meristem response to light signals and the maintenance of inflorescence meristem identity. Influences developmental processes controlled by APETALA1. TFL2 silences specific  genes within euchromatin but not genes positioned in heterochromatin. TFL2 protein localized preferentially to euchromatic  regions and not to heterochromatic chromocenters. Involved in euchromatin organization. Required for epigenetic maintenance of the vernalized state.","NM_001343518",831635,NA,"GO:0003676, GO:0003677, GO:0003682, GO:0003700, GO:0005488, GO:0006139, GO:0006325, GO:0006351, GO:0006357, GO:0006366, GO:0006996, GO:0008152, GO:0009987, GO:0016043, GO:0044238, GO:0001071, GO:0016070, GO:0019219, GO:0050789, GO:0065007",0.166383895,0.114622412,0.189142949,-0.051761482,0.022759054,0.074520537,-0.166383895,-0.114622412,-0.189142949,0.051761482,-0.022759054,-0.074520537
"3525","AT5G17800","AtMYB56","Member of the R2R3 factor gene family.","NM_121786",831648,NA,"GO:0000981, GO:0000988, GO:0000989, GO:0001071, GO:0001076, GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0005515, GO:0005622, GO:0005634, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0030154, GO:0032502, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0065007",-3.709837672,0.380101048,-3.510441127,4.089938721,0.199396545,-3.890542176,3.709837672,-0.380101048,3.510441127,-4.089938721,-0.199396545,3.890542176
"3526","AT5G17900",NA,NA,"NM_121796",831658,NA,"GO:0005576, GO:0009987, GO:0016043, GO:0071840",0.070164457,0.11771432,0.080208077,0.047549864,0.010043621,-0.037506243,-0.070164457,-0.11771432,-0.080208077,-0.047549864,-0.010043621,0.037506243
"3527","AT5G18100","CSD3","A putative peroxisomal CuZnSOD inducible by a high-light pulse.","NM_001125773",831928,"3702.AT5G18100.1","GO:0003824, GO:0005488, GO:0005576, GO:0005615, GO:0005622, GO:0005737, GO:0006950, GO:0008152, GO:0009987, GO:0016209, GO:0016491, GO:0044464, GO:0050896",1.4941339,0.208429024,1.651937947,-1.285704875,0.157804048,1.443508923,-1.4941339,-0.208429024,-1.651937947,1.285704875,-0.157804048,-1.443508923
"3528","AT5G18140","DJC69",NA,"NM_121819",831932,NA,"",1.730034367,0.296911691,1.921023002,-1.433122676,0.190988635,1.624111311,-1.730034367,-0.296911691,-1.921023002,1.433122676,-0.190988635,-1.624111311
"3529","AT5G18150",NA,NA,"NM_121820",831933,NA,NA,0.185535424,0.187553072,0.221549353,0.002017648,0.036013929,0.033996281,-0.185535424,-0.187553072,-0.221549353,-0.002017648,-0.036013929,-0.033996281
"3530","AT5G18200",NA,"encodes an adenylyltransferase","NM_121825",831938,NA,"GO:0003824, GO:0005975, GO:0005996, GO:0008152, GO:0016740, GO:0016779, GO:0044238",-0.438993287,0.121516653,-0.266115767,0.56050994,0.17287752,-0.38763242,0.438993287,-0.121516653,0.266115767,-0.56050994,-0.17287752,0.38763242
"3531","AT5G18245",NA,NA,NA,NA,NA,"",0.034123187,-0.165346468,-0.071517837,-0.199469655,-0.105641024,0.093828631,-0.034123187,0.165346468,0.071517837,0.199469655,0.105641024,-0.093828631
"3532","AT5G18260",NA,NA,"NM_121831",831944,NA,NA,-0.393365496,-0.124787984,-0.174038439,0.268577512,0.219327057,-0.049250455,0.393365496,0.124787984,0.174038439,-0.268577512,-0.219327057,0.049250455
"3533","AT5G18270","ANAC087",NA,"NM_121832",831945,"3702.AT5G18270.1",NA,-3.395060208,0.352387553,-3.584494841,3.747447761,-0.189434632,-3.936882394,3.395060208,-0.352387553,3.584494841,-3.747447761,0.189434632,3.936882394
"3534","AT5G18370",NA,NA,"NM_001343545",831955,NA,NA,-0.980530905,0.093732472,-0.957477535,1.074263377,0.02305337,-1.051210007,0.980530905,-0.093732472,0.957477535,-1.074263377,-0.02305337,1.051210007
"3535","AT5G18440","AtNUFIP",NA,"NM_001085134",831962,NA,"GO:0003676, GO:0003723, GO:0005488, GO:0005622, GO:0005634, GO:0016043, GO:0043226, GO:0044085, GO:0044464, GO:0071840",0.080141288,-0.342532072,0.103918901,-0.42267336,0.023777613,0.446450973,-0.080141288,0.342532072,-0.103918901,0.42267336,-0.023777613,-0.446450973
"3536","AT5G18490",NA,NA,"NM_121854",831967,NA,NA,0.389364007,0.997989872,0.503175977,0.608625865,0.11381197,-0.494813895,-0.389364007,-0.997989872,-0.503175977,-0.608625865,-0.11381197,0.494813895
"3537","AT5G18550",NA,NA,"NM_001343553",831973,NA,NA,-0.049854816,-0.084277064,0.153190267,-0.034422248,0.203045083,0.237467331,0.049854816,0.084277064,-0.153190267,0.034422248,-0.203045083,-0.237467331
"3538","AT5G18570","ATOBGC","Encodes AtObgC, a plant ortholog of bacterial Obg.  AtObgC is a chloroplast-targeting GTPase essential for early embryogenesis. Mutations in this locus result in embryo lethality. The protein is  dually localized in the stroma and the inner envelope membrane and is involved in thylakoid membrane biogenesis.","NM_121862",831975,"3702.AT5G18570.1","GO:0003824, GO:0003924, GO:0005488, GO:0005515, GO:0016787, NA",3.23188065,0.001098343,3.253670024,-3.230782307,0.021789374,3.252571681,-3.23188065,-0.001098343,-3.253670024,3.230782307,-0.021789374,-3.252571681
"3539","AT5G18590",NA,NA,"NM_121864",831977,NA,NA,1.386598828,0.089559682,1.220758836,-1.297039145,-0.165839991,1.131199154,-1.386598828,-0.089559682,-1.220758836,1.297039145,0.165839991,-1.131199154
"3540","AT5G18630",NA,NA,"NM_121868",831981,NA,NA,0.821820615,0.688712834,0.821988749,-0.133107781,0.000168134,0.133275915,-0.821820615,-0.688712834,-0.821988749,0.133107781,-0.000168134,-0.133275915
"3541","AT5G18640",NA,NA,"NM_001343557",831982,NA,NA,0.230599476,0.322245534,0.329573348,0.091646058,0.098973872,0.007327813,-0.230599476,-0.322245534,-0.329573348,-0.091646058,-0.098973872,-0.007327813
"3542","AT5G18690","AGP25",NA,"NM_121874",831987,"3702.AT5G18690.1",NA,-1.25470874,0.427122137,-1.022442512,1.681830877,0.232266228,-1.449564649,1.25470874,-0.427122137,1.022442512,-1.681830877,-0.232266228,1.449564649
"3543","AT5G18750",NA,NA,"NM_121880",831993,NA,NA,-0.188379422,0.115010681,-0.224770808,0.303390103,-0.036391386,-0.339781489,0.188379422,-0.115010681,0.224770808,-0.303390103,0.036391386,0.339781489
"3544","AT5G18770",NA,NA,"NM_001343567",831995,NA,"",-0.12348044,-0.061865996,-0.054847579,0.061614444,0.068632861,0.007018417,0.12348044,0.061865996,0.054847579,-0.061614444,-0.068632861,-0.007018417
"3545","AT5G18780",NA,NA,"NM_001203403",831996,NA,"",-0.762708981,0.858658228,-0.736083903,1.621367208,0.026625077,-1.594742131,0.762708981,-0.858658228,0.736083903,-1.621367208,-0.026625077,1.594742131
"3546","AT5G18970",NA,NA,"NM_121902",832015,NA,NA,-1.498731396,-0.151658738,-1.66717899,1.347072658,-0.168447594,-1.515520253,1.498731396,0.151658738,1.66717899,-1.347072658,0.168447594,1.515520253
"3547","AT5G18980",NA,NA,"NM_001343578",832016,NA,NA,-0.521668379,0.043286384,-0.493128093,0.564954763,0.028540286,-0.536414477,0.521668379,-0.043286384,0.493128093,-0.564954763,-0.028540286,0.536414477
"3548","AT5G19040","ATIPT5","Encodes cytokinin synthase.","NM_001343584",832023,"3702.AT5G19040.1","GO:0003824, GO:0005622, GO:0005737, GO:0005739, GO:0006139, GO:0006399, GO:0006807, GO:0008152, GO:0009987, GO:0016070, GO:0016740, GO:0043226, GO:0044238, GO:0044464",-4.929322328,-0.634858668,-4.944509517,4.29446366,-0.015187189,-4.309650848,4.929322328,0.634858668,4.944509517,-4.29446366,0.015187189,4.309650848
"3549","AT5G19080","AtVBP1",NA,"NM_121913",832027,NA,"GO:0003824, GO:0004842, GO:0006508, GO:0008152, GO:0016874, GO:0019538, GO:0044238",0.481996803,0.715637148,0.568569076,0.233640345,0.086572273,-0.147068073,-0.481996803,-0.715637148,-0.568569076,-0.233640345,-0.086572273,0.147068073
"3550","AT5G19110",NA,NA,"NM_001343589",832031,NA,"GO:0003824, GO:0004190, GO:0006508, GO:0008152, GO:0008233, GO:0009056, GO:0016787, GO:0019538, GO:0044238",-3.604171344,1.978522051,-3.445491225,5.582693395,0.158680119,-5.424013276,3.604171344,-1.978522051,3.445491225,-5.582693395,-0.158680119,5.424013276
"3551","AT5G19250",NA,NA,"NM_121930",832045,NA,NA,2.51667261,0.058122995,2.489682623,-2.458549615,-0.026989987,2.431559628,-2.51667261,-0.058122995,-2.489682623,2.458549615,0.026989987,-2.431559628
"3552","AT5G19260","FAF3",NA,"NM_121931",832046,"3702.AT5G19260.1",NA,-0.185086328,0.344427714,-0.242037572,0.529514043,-0.056951243,-0.586465286,0.185086328,-0.344427714,0.242037572,-0.529514043,0.056951243,0.586465286
"3553","AT5G19310","CHR23",NA,"NM_001343595",832051,"3702.AT5G19310.1",NA,0.458079779,-0.136979009,0.386850917,-0.595058788,-0.071228862,0.523829926,-0.458079779,0.136979009,-0.386850917,0.595058788,0.071228862,-0.523829926
"3554","AT5G19340",NA,NA,"NM_121939",832054,NA,NA,-0.324525469,1.008935268,-0.563698273,1.333460737,-0.239172804,-1.572633541,0.324525469,-1.008935268,0.563698273,-1.333460737,0.239172804,1.572633541
"3555","AT5G19370",NA,NA,"NM_121942",832057,NA,"GO:0003824, GO:0006457, GO:0007049, GO:0008152, GO:0009987, GO:0016853, GO:0019538, GO:0044238",2.090751182,0.000865576,2.042035654,-2.089885606,-0.048715528,2.041170078,-2.090751182,-0.000865576,-2.042035654,2.089885606,0.048715528,-2.041170078
"3556","AT5G19380","CLT1","Encodes one of the CRT-Like transporters (CLT1/AT5G19380, CLT2/AT4G24460, CLT3/AT5G12170). Required for glutathione homeostasis and stress responses.  Mutants lacking these transporters are heavy metal-sensitive, glutathione(GSH)-deficient, and hypersensitive to Phytophthora infection.","NM_001161249",832058,"3702.AT5G19380.2",NA,-0.102797271,-0.105538969,-0.204480555,-0.002741698,-0.101683284,-0.098941586,0.102797271,0.105538969,0.204480555,0.002741698,0.101683284,0.098941586
"3557","AT5G19430",NA,NA,"NM_001203410",832063,NA,"GO:0003824, GO:0004842, GO:0006508, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016192, GO:0016874, GO:0019538, GO:0044238, GO:0051179",0.592419105,0.035059289,0.769081557,-0.557359816,0.176662452,0.734022268,-0.592419105,-0.035059289,-0.769081557,0.557359816,-0.176662452,-0.734022268
"3558","AT5G19480",NA,NA,"NM_001036830",832068,NA,"GO:0005488, GO:0005515, GO:0005622, GO:0005634, GO:0005654, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0032991, GO:0043226, GO:0043234, GO:0044238, GO:0044464, GO:0050789, GO:0065007",0.011254274,-0.014095666,-0.102000623,-0.02534994,-0.113254896,-0.087904956,-0.011254274,0.014095666,0.102000623,0.02534994,0.113254896,0.087904956
"3559","AT5G19540",NA,NA,"NM_001343610",832074,NA,NA,2.252151482,-0.23503183,2.62014012,-2.487183312,0.367988639,2.85517195,-2.252151482,0.23503183,-2.62014012,2.487183312,-0.367988639,-2.85517195
"3560","AT5G19570",NA,NA,"NM_121962",832077,NA,NA,-0.152544523,-0.085241099,0.040346971,0.067303423,0.192891494,0.125588071,0.152544523,0.085241099,-0.040346971,-0.067303423,-0.192891494,-0.125588071
"3561","AT5G19620","ATOEP80","AtOEP80 is paralog to the chloroplastic protein translocation  channel Toc75. Mutations in this locus result in embryo lethality.","NM_121967",832082,"3702.AT5G19620.1",NA,1.354304699,0.047951864,1.294689861,-1.306352835,-0.059614838,1.246737997,-1.354304699,-0.047951864,-1.294689861,1.306352835,0.059614838,-1.246737997
"3562","AT5G19630",NA,NA,"NM_121968",832083,NA,NA,0.092124313,-0.03384482,0.175734886,-0.125969133,0.083610573,0.209579706,-0.092124313,0.03384482,-0.175734886,0.125969133,-0.083610573,-0.209579706
"3563","AT5G19670",NA,NA,"NM_001343621",832087,NA,"GO:0003824, GO:0005975, GO:0005976, GO:0006464, GO:0006486, GO:0008152, GO:0016740, GO:0016757, GO:0019538, GO:0044238",-0.401333351,-0.076784598,-0.349868716,0.324548753,0.051464635,-0.273084118,0.401333351,0.076784598,0.349868716,-0.324548753,-0.051464635,0.273084118
"3564","AT5G19790","RAP2.11","encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family (RAP2.11). The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11.","NM_121984",832099,"3702.AT5G19790.1",NA,-7.216282154,0.458955364,-7.175457243,7.675237517,0.04082491,-7.634412607,7.216282154,-0.458955364,7.175457243,-7.675237517,-0.04082491,7.634412607
"3565","AT5G19875",NA,NA,"NM_121994",832109,NA,NA,-0.162915649,-0.402135046,-0.2537176,-0.239219396,-0.09080195,0.148417446,0.162915649,0.402135046,0.2537176,0.239219396,0.09080195,-0.148417446
"3566","AT5G19920",NA,NA,"NM_121999",832114,NA,"GO:0000398, GO:0004872, GO:0006139, GO:0006259, GO:0006281, GO:0006397, GO:0006810, GO:0006886, GO:0008152, GO:0009987, GO:0015031, GO:0016070, GO:0043574, GO:0044238, GO:0051179",-0.514920176,-0.286350783,-0.453024083,0.228569393,0.061896093,-0.1666733,0.514920176,0.286350783,0.453024083,-0.228569393,-0.061896093,0.1666733
"3567","AT5G19940",NA,NA,"NM_001161250",832116,NA,"",4.305752429,-0.267359576,4.408816917,-4.573112005,0.103064489,4.676176494,-4.305752429,0.267359576,-4.408816917,4.573112005,-0.103064489,-4.676176494
"3568","AT5G19960",NA,NA,"NM_001343631",832118,NA,"",0.278243981,0.297161289,0.269383586,0.018917308,-0.008860395,-0.027777703,-0.278243981,-0.297161289,-0.269383586,-0.018917308,0.008860395,0.027777703
"3569","AT5G19970",NA,NA,"NM_001343632",832119,NA,"",-1.721503407,-0.250287332,-1.86958685,1.471216075,-0.148083443,-1.619299517,1.721503407,0.250287332,1.86958685,-1.471216075,0.148083443,1.619299517
"3570","AT5G20040","ATIPT9","Encodes tRNA isopentenyltransferase AtIPT9.","NM_001203415",832126,"3702.AT5G20040.3","GO:0003824, GO:0006139, GO:0006399, GO:0006807, GO:0008152, GO:0009987, GO:0016070, GO:0016740, GO:0044238",1.500988985,0.080624798,1.592506468,-1.420364187,0.091517483,1.51188167,-1.500988985,-0.080624798,-1.592506468,1.420364187,-0.091517483,-1.51188167
"3571","AT5G20050",NA,NA,"NM_122012",832127,NA,"GO:0003824, GO:0004672, GO:0005886, GO:0006464, GO:0006468, GO:0006796, GO:0008152, GO:0009987, GO:0016020, GO:0016301, GO:0016740, GO:0019538, GO:0044238, GO:0044464",0.300991874,0.127726891,0.430622214,-0.173264983,0.12963034,0.302895323,-0.300991874,-0.127726891,-0.430622214,0.173264983,-0.12963034,-0.302895323
"3572","AT5G20120",NA,NA,"NM_001343639",832134,NA,NA,-0.013649702,0.303382491,0.014317846,0.317032193,0.027967548,-0.289064646,0.013649702,-0.303382491,-0.014317846,-0.317032193,-0.027967548,0.289064646
"3573","AT5G20130",NA,NA,"NM_001343640",832135,NA,NA,1.581674319,-0.107533263,1.547300172,-1.689207582,-0.034374147,1.654833435,-1.581674319,0.107533263,-1.547300172,1.689207582,0.034374147,-1.654833435
"3574","AT5G20165",NA,NA,"NM_001085138",832139,NA,NA,0.068255443,0.367289005,0.217995412,0.299033562,0.149739968,-0.149293593,-0.068255443,-0.367289005,-0.217995412,-0.299033562,-0.149739968,0.149293593
"3575","AT5G20170",NA,NA,"NM_122024",832140,NA,NA,0.301595844,0.047328355,0.222755437,-0.254267489,-0.078840407,0.175427081,-0.301595844,-0.047328355,-0.222755437,0.254267489,0.078840407,-0.175427081
"3576","AT5G20180",NA,NA,"NM_001343643",832141,NA,NA,0.010944735,-0.261204837,-0.119538493,-0.272149572,-0.130483228,0.141666344,-0.010944735,0.261204837,0.119538493,0.272149572,0.130483228,-0.141666344
"3577","AT5G20270","HHP1","heptahelical transmembrane protein homologous to human adiponectin receptors and progestin receptors","NM_122034",832149,"3702.AT5G20270.1","GO:0009719, GO:0050896, NA",0.801376241,-0.40748148,0.33597444,-1.208857721,-0.465401801,0.74345592,-0.801376241,0.40748148,-0.33597444,1.208857721,0.465401801,-0.74345592
"3578","AT5G20360","Phox3",NA,"NM_001343653",832158,NA,"GO:0006457, GO:0006950, GO:0008152, GO:0019538, GO:0044238, GO:0050896",0.654105499,-0.219691127,0.481615381,-0.873796626,-0.172490118,0.701306508,-0.654105499,0.219691127,-0.481615381,0.873796626,0.172490118,-0.701306508
"3579","AT5G20380","PHT4;5","Encodes an inorganic phosphate transporter (PHT4;5).","NM_001343659",832160,"3702.AT5G20380.1","GO:0005215, GO:0005622, GO:0005737, GO:0006810, GO:0006811, GO:0006820, GO:0009536, GO:0009987, GO:0016020, GO:0016021, GO:0022857, GO:0043226, GO:0044464, GO:0051179",1.388536701,-0.287715535,1.61268023,-1.676252237,0.224143529,1.900395765,-1.388536701,0.287715535,-1.61268023,1.676252237,-0.224143529,-1.900395765
"3580","AT5G20550",NA,NA,"NM_122062",832177,NA,NA,-4.93698201,1.258640783,-4.779228532,6.195622793,0.157753478,-6.037869315,4.93698201,-1.258640783,4.779228532,-6.195622793,-0.157753478,6.037869315
"3581","AT5G20580",NA,NA,"NM_122065",832180,NA,NA,0.57003509,0.217236989,0.728296701,-0.352798101,0.15826161,0.511059711,-0.57003509,-0.217236989,-0.728296701,0.352798101,-0.15826161,-0.511059711
"3582","AT5G20860",NA,NA,"NM_001343689",832209,NA,"GO:0003824, GO:0004857, GO:0008152, GO:0016787, GO:0016788, GO:0030234, GO:0044464, GO:0050789, GO:0050790, GO:0065007, GO:0065009",-5.40708418,3.845266752,-5.715572545,9.252350931,-0.308488365,-9.560839296,5.40708418,-3.845266752,5.715572545,-9.252350931,0.308488365,9.560839296
"3583","AT5G20910","AIP2",NA,"NM_122099",832215,"3702.AT5G20910.1","",-0.440711427,0.071768956,-0.445125052,0.512480383,-0.004413624,-0.516894007,0.440711427,-0.071768956,0.445125052,-0.512480383,0.004413624,0.516894007
"3584","AT5G20930","TSL","Nuclear serine/threonine protein kinase that requires a coiled-coil region for oligomerization and catalytic activity. Required for leaf and flower development. Expression localized to the developing style by stage 13.","NM_122101",832217,"3702.AT5G20930.1","GO:0000910, GO:0003824, GO:0004672, GO:0006139, GO:0006259, GO:0006260, GO:0006281, GO:0006464, GO:0006468, GO:0007049, GO:0007067, GO:0008152, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0044238",-0.105951851,-0.075697001,-0.159049364,0.030254851,-0.053097513,-0.083352364,0.105951851,0.075697001,0.159049364,-0.030254851,0.053097513,0.083352364
"3585","AT5G20980","ATMS3","encodes a plastidic methionine synthase, involved in methionine de novo synthesis in the chloroplast","NM_001085142",832223,"3702.AT5G20980.1","GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0006520, GO:0006790, GO:0006807, GO:0008152, GO:0008168, GO:0008652, GO:0009058, GO:0009987, GO:0016740, GO:0044238, GO:0044464",1.038904383,-0.043832702,0.918107377,-1.082737084,-0.120797006,0.961940079,-1.038904383,0.043832702,-0.918107377,1.082737084,0.120797006,-0.961940079
"3586","AT5G21010","ATBPM5",NA,"NM_122109",832225,"3702.AT5G21010.1",NA,0.089351198,0.025885435,0.050784788,-0.063465762,-0.038566409,0.024899353,-0.089351198,-0.025885435,-0.050784788,0.063465762,0.038566409,-0.024899353
"3587","AT5G21070",NA,NA,"NM_122115",832231,NA,NA,-0.137599238,0.026201422,-0.235014162,0.16380066,-0.097414924,-0.261215584,0.137599238,-0.026201422,0.235014162,-0.16380066,0.097414924,0.261215584
"3588","AT5G21170","AKINBETA1","Encodes AKINbeta1, a subunit of the SnRK1 kinase (Sucrose non-fermenting-1-related protein kinase).  Involved in regulation of nitrogen and sugar metabolism.","NM_001036841",832243,"3702.AT5G21170.2",NA,1.433630201,1.404315579,1.592124972,-0.029314622,0.158494771,0.187809393,-1.433630201,-1.404315579,-1.592124972,0.029314622,-0.158494771,-0.187809393
"3589","AT5G21482","ATCKX5","This gene used to be called AtCKX5. It encodes a protein whose sequence is similar to cytokinin oxidase/dehydrogenase, which catalyzes the degradation of cytokinins.","NM_180532",832248,"3702.AT1G75450.1","",1.305293337,-0.480056425,1.294023387,-1.785349762,-0.011269949,1.774079812,-1.305293337,0.480056425,-1.294023387,1.785349762,0.011269949,-1.774079812
"3590","AT5G21930","ATHMA8","P-Type ATPase, mediates copper transport to chloroplast thylakoid lumen. Required for accumulation of copper-containing plastocyanin in the thylakoid lumen and for effective photosynthetic electron transport","NM_001036843",832253,"3702.AT5G21930.1","",3.609791439,0.105035172,3.628743922,-3.504756267,0.018952483,3.52370875,-3.609791439,-0.105035172,-3.628743922,3.504756267,-0.018952483,-3.52370875
"3591","AT5G21950",NA,NA,"NM_001343707",832255,NA,"GO:0003824, GO:0008152, GO:0016787",-1.873837612,-0.260211326,-1.865595112,1.613626285,0.008242499,-1.605383786,1.873837612,0.260211326,1.865595112,-1.613626285,-0.008242499,1.605383786
"3592","AT5G22040",NA,NA,"NM_001125787",832265,NA,NA,0.318470162,0.107029508,0.258722002,-0.211440654,-0.05974816,0.151692494,-0.318470162,-0.107029508,-0.258722002,0.211440654,0.05974816,-0.151692494
"3593","AT5G22050",NA,NA,"NM_147887",832266,NA,NA,0.631146404,0.172233009,0.778495266,-0.458913395,0.147348862,0.606262257,-0.631146404,-0.172233009,-0.778495266,0.458913395,-0.147348862,-0.606262257
"3594","AT5G22120",NA,NA,"NM_147893",832273,NA,"GO:0005622, GO:0005634, GO:0032991, GO:0043226, GO:0043234, GO:0044464",0.052698344,0.14022537,0.163417526,0.087527027,0.110719183,0.023192156,-0.052698344,-0.14022537,-0.163417526,-0.087527027,-0.110719183,-0.023192156
"3595","AT5G22280",NA,NA,"NM_001125788",832288,NA,NA,0.13791775,-0.270487429,0.097784227,-0.408405179,-0.040133523,0.368271655,-0.13791775,0.270487429,-0.097784227,0.408405179,0.040133523,-0.368271655
"3596","AT5G22320",NA,NA,"NM_001203434",832292,NA,NA,0.035014092,0.000597297,0.17375637,-0.034416795,0.138742277,0.173159072,-0.035014092,-0.000597297,-0.17375637,0.034416795,-0.138742277,-0.173159072
"3597","AT5G22340",NA,NA,"NM_001036845",832294,NA,NA,3.072424479,-0.03663244,3.328678152,-3.109056919,0.256253673,3.365310592,-3.072424479,0.03663244,-3.328678152,3.109056919,-0.256253673,-3.365310592
"3598","AT5G22370","EMB1705","Encodes QQT1.  Required for early embryo development.  qqt1 mutant lines are embryo-defective.  Participates in the organization of microtubules during cell division.  Interacts with QQT2 (encoded by AT4G21800).","NM_001125789",832298,"3702.AT5G22370.1","GO:0003676, GO:0005488",0.215682312,0.0376102,0.258957104,-0.178072112,0.043274791,0.221346904,-0.215682312,-0.0376102,-0.258957104,0.178072112,-0.043274791,-0.221346904
"3599","AT5G22620",NA,NA,"NM_001161258",832325,NA,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0006796, GO:0008152, GO:0009987, GO:0016787, GO:0016788, GO:0016791, GO:0044464",2.214676067,-0.196848281,2.323972982,-2.411524348,0.109296915,2.520821263,-2.214676067,0.196848281,-2.323972982,2.411524348,-0.109296915,-2.520821263
"3600","AT5G22730",NA,NA,"NM_001343757",832336,NA,"",0.492971945,0.06494374,0.529245891,-0.428028205,0.036273947,0.464302152,-0.492971945,-0.06494374,-0.529245891,0.428028205,-0.036273947,-0.464302152
"3601","AT5G22750","RAD5","DNA repair gene. gamma-radiation hypersensitive (RAD5) involved in stable transformation and T-DNA transfer","NM_122181",832338,"3702.AT5G22750.1",NA,-0.080813081,-0.154504094,-0.031961479,-0.073691013,0.048851602,0.122542615,0.080813081,0.154504094,0.031961479,0.073691013,-0.048851602,-0.122542615
"3602","AT5G22830","ATMGT10","Transmembrane magnesium transporter. One of nine family members.","NM_001343773",832346,"3702.AT5G22830.1","GO:0005215, GO:0006810, GO:0006811, GO:0006812, GO:0008324, GO:0009987, GO:0022857, GO:0051179",2.007328143,-0.12223571,2.087772171,-2.129563852,0.080444028,2.210007881,-2.007328143,0.12223571,-2.087772171,2.129563852,-0.080444028,-2.210007881
"3603","AT5G22840",NA,NA,"NM_122189",832347,NA,"GO:0000165, GO:0003824, GO:0004672, GO:0006464, GO:0006468, GO:0006928, GO:0006950, GO:0007049, GO:0007067, GO:0007154, GO:0007165, GO:0008152, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0035556, GO:0044238, GO:0050896",-0.271904422,0.169106854,-0.228450285,0.441011277,0.043454137,-0.397557139,0.271904422,-0.169106854,0.228450285,-0.441011277,-0.043454137,0.397557139
